lemma,part_of_speech,absolute_frequency
Colonoscope,PROPN,1
Colorado,PROPN,1
Colostrum,PROPN,2
Colourvision,PROPN,1
Colubridae,PROPN,1
Coma,PROPN,3
Combined,PROPN,1
Comm,PROPN,1
Comminuted,PROPN,1
Common,PROPN,7
Compact,PROPN,1
Completion,PROPN,1
Condylomata,PROPN,1
Congenital,PROPN,2
Conn,PROPN,4
Consortium,PROPN,1
Constriction,PROPN,3
Constrictive,PROPN,1
Consultants,PROPN,1
Consulting,PROPN,1
Continus,PROPN,1
Control,PROPN,4
Convex,PROPN,1
Cooke,PROPN,1
Cooley,PROPN,2
Cooper,PROPN,1
Coral,PROPN,1
Corbis,PROPN,1
Corinne,PROPN,1
Cormack,PROPN,1
Corporation,PROPN,3
Corti,PROPN,8
Cortisol,PROPN,1
Cortisone,PROPN,1
Corynebacterium,PROPN,2
Costello,PROPN,1
Costen,PROPN,1
Coue,PROPN,1
Cough,PROPN,1
Council,PROPN,3
Countertraction,PROPN,1
Cowden,PROPN,2
Coxa,PROPN,1
Coxiella,PROPN,1
Cramp,PROPN,1
Craniosynostosis,PROPN,1
Crawford,PROPN,1
Crepitus,PROPN,1
Cretinism,PROPN,1
Creutzfeldt,PROPN,14
Cri,PROPN,1
Crigler,PROPN,2
Crohn,PROPN,36
Crosby,PROPN,1
Cross,PROPN,6
Crosti,PROPN,1
Crouzon,PROPN,1
Crum,PROPN,1
Cryosurgery,PROPN,1
Cryptococcal,PROPN,1
Cryptococcus,PROPN,2
Cryptosporidium,PROPN,1
Culex,PROPN,1
Culver,PROPN,1
Cushing,PROPN,19
Custom,PROPN,5
Cutlery,PROPN,1
Cyamopsis,PROPN,1
Cyclopenthiazide,PROPN,1
Cyclophosphamide,PROPN,3
Cyclops,PROPN,1
Cydizine,PROPN,1
Cymalon,PROPN,1
Cyproterone,PROPN,1
Cyst,PROPN,3
Cystinuria,PROPN,2
Cystitis,PROPN,1
Cystoscope,PROPN,1
Cystoscopy,PROPN,2
Cystostomy,PROPN,1
Cytarabine,PROPN,1
Cytomegalovirus,PROPN,1
D,PROPN,23
DA,PROPN,1
DACRYOCYSTITIS,PROPN,1
DAM,PROPN,1
DANGEROUS,PROPN,1
DAv,PROPN,1
DC,PROPN,1
DCH,PROPN,6
DCLP,PROPN,1
DDAVP,PROPN,1
DDS,PROPN,1
DDT,PROPN,4
DEAFNESS,PROPN,2
DEATH,PROPN,2
DECAY,PROPN,1
DECIDUOUS,PROPN,1
DEEP,PROPN,1
DEFENCE,PROPN,1
DEFERENS,PROPN,1
DEFIANT,NOUN,1
DEFIBRILLATION,PROPN,1
DEFICIENCY,PROPN,3
DEFORMANS,PROPN,1
DELAY,PROPN,2
DELIVERY,PROPN,2
DELTOID,PROPN,1
DELUSION,PROPN,1
DENTAL,PROPN,2
DENTAL,PUNCT,1
DENTAL,VERB,1
DENTISTRY,PROPN,1
DENTURES,PROPN,1
DEPENDENCE,PROPN,1
DEPO,PROPN,1
DEPOT,PROPN,1
DEPRESSION,PROPN,1
DERIVATIVES,PROPN,1
DERMATITIS,PROPN,2
DEVELOPMENT,PROPN,2
DEVELOPMENTAL,PROPN,3
DEVICES,PROPN,1
DEXA,NOUN,2
DIABETIC,NOUN,2
DIABETIC,PROPN,1
DIAGNOSING,PROPN,1
DIAGNOSIS,PROPN,50
DIALYSIS,PROPN,3
DIAPHRAGM,PROPN,1
DIAPHYSIS,PROPN,1
DIATHERMY,PROPN,1
DIC,PROPN,3
DIET,NOUN,1
DIETARY,PROPN,1
DIGEORGE,PROPN,1
DIGESTIVE,PROPN,2
DIOXIN,PROPN,1
DIPHENHYDRAMINE,PROPN,1
DISC,PROPN,3
DISCHARGE,PROPN,1
DISEASE,PROPN,16
DISEASES,PROPN,4
DISLOCATED,PROPN,1
DISORDER,NOUN,1
DISORDER,PROPN,2
DISORDERSOFTHE,PROPN,1
DISPROVED,PROPN,1
DISTRESS,PROPN,1
DISULFIRAM,PROPN,1
DIURETICS,PROPN,1
DIVERTICULUM,PROPN,1
DIVING,PROPN,1
DIY,PROPN,1
DLE,PROPN,5
DM,PROPN,6
DMSA,PROPN,3
DNA,PROPN,65
DO,PROPN,1
DOMINANT,NOUN,1
DONOR,NOUN,1
DONOR,PROPN,1
DOPPLER,PROPN,1
DORLING,PROPN,1
DORSALIS,PROPN,1
DOSE,PROPN,1
DOWN,PROPN,1
DOXAZOSIN,PROPN,1
DObstRCOG,PROPN,6
DP,PROPN,1
DPM,PROPN,1
DPT,PROPN,1
DPhil,PROPN,2
DPhysMed,PROPN,1
DQ,PROPN,2
DR,PROPN,1
DRCOG,PROPN,6
DROWSINESS,PROPN,1
DRUG,PROPN,1
DRUGS,PROPN,3
DRY,PROPN,1
DSM,PROPN,2
DSc,PROPN,1
DTM,PROPN,3
DTP,PROPN,7
DTPA,PROPN,2
DTaP,PROPN,4
DU,PROPN,1
DUCHENNE,PROPN,1
DUST,PROPN,1
DVT,PROPN,3
DYSFUNCTIONAL,PROPN,1
DYSTROPHY,PROPN,2
DYSURIA,PROPN,1
Daclizumab,PROPN,1
Dactylitis,PROPN,2
Daily,PROPN,2
Daktacort,PROPN,2
Daktarin,PROPN,2
Dalacin,PROPN,2
Dalteparin,PROPN,1
Dams,PROPN,1
Danaparoid,PROPN,1
Danazol,PROPN,1
Dance,PROPN,1
Dander,PROPN,1
Danlos,PROPN,3
Dantrolene,PROPN,1
Dantron,PROPN,1
Darier,PROPN,1
Darton,PROPN,1
David,PROPN,11
Davidson,PROPN,1
Davies,PROPN,1
Dawn,PROPN,1
Dawood,PROPN,1
Dawson,PROPN,1
Day,PROPN,2
De,PROPN,9
Deafness,PROPN,3
Dean,PROPN,1
Death,PROPN,1
Debbie,PROPN,2
Defective,PROPN,1
Degenerative,PROPN,2
Degos,PROPN,1
Deierine,PROPN,1
Deirdre,PROPN,1
Dejerine,PROPN,1
Delhi,PROPN,1
Delta,PROPN,1
Demasculinization,PROPN,1
Dementia,PROPN,4
Demyelination,PROPN,1
Dengue,PROPN,1
Denise,PROPN,1
Department,PROPN,1
Dept,PROPN,2
Dercum,PROPN,2
Dermatomyositis,PROPN,1
Dermis,PROPN,4
Dermographism,PROPN,1
Dermoid,PROPN,4
Dermovate,PROPN,1
Design,PROPN,4
Designers,PROPN,1
Desmopressin,PROPN,1
Desogestrel,PROPN,2
Deutschlander,PROPN,1
Deverson,PROPN,1
Dewi,PROPN,1
Dexamphetamine,PROPN,1
Di,PROPN,1
DiC,PROPN,1
DiGeorge,PROPN,3
Diabetes,PROPN,10
Diagnostic,PROPN,1
Dialysate,PROPN,3
Diamorphine,PROPN,2
Diana,PROPN,1
Dianette,PROPN,2
Diarrhoea,PROPN,10
Diathermy,PROPN,2
Diazepam,PROPN,4
Dick,PROPN,1
Diclofenac,PROPN,3
Dicycloverine,PROPN,3
Didanosine,PROPN,1
Didronel,PROPN,2
Diet,PROPN,2
Diethylcarbamazine,PROPN,3
Diethylstilbestrol,PROPN,1
Dieu,PROPN,2
Diflunisal,PROPN,1
Digestion,PROPN,1
Digital,PROPN,1
Digoxin,PROPN,3
Diltiazem,PROPN,1
Dimenhydrinate,PROPN,2
Dinoprostone,PROPN,1
Dinwiddie,PROPN,1
DipInfSc,PROPN,1
DipVen,PROPN,1
Diphenhydramine,PROPN,4
Diphenoxylate,PROPN,2
Diphenylpyraline,PROPN,1
Diphtheria,PROPN,7
Dipipanone,PROPN,1
Dipstick,PROPN,1
Dipyridamole,PROPN,1
Director,PROPN,1
Directors,PROPN,1
Discoid,PROPN,1
Disease,PROPN,4
Diseases,PROPN,1
Disorders,PROPN,1
Displacement,PROPN,1
Distalgesic,PROPN,1
Disulfiram,PROPN,1
Disuse,PROPN,1
Dithranol,PROPN,1
Diuretics,PROPN,2
Diverticula,PROPN,2
Diverticulitis,PROPN,3
Diverticulosis,PROPN,2
Dixarit,PROPN,1
Dixon,PROPN,1
Dizygotic,PROPN,1
Djerassi,PROPN,1
Dobutamine,PROPN,1
Docetaxel,PROPN,1
Docusate,PROPN,2
Dog,PROPN,2
Dohrn,PROPN,2
Domagk,PROPN,1
Don,PROPN,1
Donald,PROPN,1
Donepezil,PROPN,1
Donovan,PROPN,1
Dopa,PROPN,1
Dopamine,PROPN,1
Doppler,PROPN,24
Dorfman,PROPN,1
Dosulepin,PROPN,1
Douglas,PROPN,1
Down,PROPN,42
Dowsett,PROPN,1
Doxapram,PROPN,1
Doxazosin,PROPN,2
Doxepin,PROPN,2
Doxorubicin,PROPN,1
Doxycycline,PROPN,2
Doxylamine,PROPN,1
Doyle,PROPN,1
Dr,PROPN,23
Drager,PROPN,1
Dressler,PROPN,3
Drife,PROPN,1
Droperidol,PROPN,1
Drowsiness,PROPN,1
Drugs,PROPN,1
Drusen,PROPN,1
Dry,PROPN,2
Dryness,PROPN,2
Dubin,PROPN,3
Dubois,PROPN,1
Duchenne,PROPN,6
Ducloux,PROPN,1
Ductal,PROPN,1
Duke,PROPN,1
Duncombe,PROPN,1
Duodenal,PROPN,1
Dupuytren,PROPN,3
Duroziez,PROPN,1
Durston,PROPN,1
Dydrogesterone,PROPN,3
Dysarthria,PROPN,1
Dyskaryosis,PROPN,1
Dyskeratosis,PROPN,1
Dyskinesia,PROPN,1
Dyslexia,PROPN,1
Dysmenorrhoea,PROPN,1
Dystocia,PROPN,1
Dystonia,PROPN,2
Dysuria,PROPN,1
E,PROPN,4
EALES,PROPN,1
EAR,PROPN,2
EARDRUM,PROPN,1
EB,PROPN,1
EBV,NOUN,1
ECG,PROPN,71
ECHO,PROPN,2
ECLAMPSIA,PROPN,1
ECMO,PROPN,1
ECONAZOLE,PROPN,1
ECT,PROPN,8
EDD,PROPN,3
EDITOR,PROPN,1
EEG,PROPN,13
EEGs,PROPN,1
EFFECT,PROPN,1
EFFECTIVENESS,PROPN,1
EFFECTS,PROPN,32
EFFUSION,PROPN,1
ELECTRICAL,PROPN,1
ELECTROENCEPHALOGRAPHY,PROPN,1
ELECTRON,PROPN,1
ELISA,PROPN,3
EM,PROPN,1
EMBOLISM,PROPN,3
EMBOLIZATION,PROPN,1
EMERGENCIES,PROPN,1
EMG,PROPN,3
EMI,PROPN,2
EMISSION,PROPN,1
EMLA,PROPN,1
EMU,PROPN,1
ENCEPHALOMYELITIS,PROPN,1
ENCYCLOPEDIA,PROPN,2
END,PROPN,1
ENDOCRINE,PROPN,2
ENDOMETRIOSIS,PROPN,2
ENDOMETRITIS,PROPN,1
ENDOSCOPE,PROPN,1
ENDOSCOPES,PROPN,1
ENEMA,PROPN,1
ENERGY,PROPN,4
ENLARGED,PROPN,1
ENT,PROPN,2
ENZYMES,PROPN,3
EPENDYMOMA,PROPN,1
EPHEDRINE,PROPN,1
EPILEPSY,PROPN,1
EPILOIA,PROPN,1
EQUIPMENT,PROPN,1
ERCP,PROPN,13
ERYTHEMA,PROPN,1
ESP,PROPN,1
ESR,PROPN,7
ESTABLISHED,PROPN,1
ESWL,PROPN,5
EU,PROPN,1
EUPHORIA,PROPN,1
EUison,PROPN,1
EXCESS,PROPN,9
EXCRETION,PROPN,1
EXERCISE,PROPN,6
EXHAUSTION,PROPN,1
EXOSTOSIS,PROPN,1
EXOTOXIN,PROPN,1
EXPENDITURE,PROPN,1
EXTERNA,PROPN,1
EXTRACORPOREAL,ADJ,1
EXTRINSIC,PROPN,2
EYE,PROPN,11
EYEBALL,PROPN,1
EYELID,PROPN,1
Ear,PROPN,1
Earache,PROPN,2
Eardrum,PROPN,3
Earlobe,PROPN,1
Earth,PROPN,5
East,PROPN,12
Eastern,PROPN,1
Eaton,PROPN,1
Ebola,PROPN,1
Eburnation,PROPN,1
Eccrine,PROPN,2
Echinococcus,PROPN,1
Echolalia,PROPN,1
Eclampsia,PROPN,2
Econazole,PROPN,1
Ecstasy,PROPN,5
Ed,PROPN,1
Eddleston,PROPN,1
Edelmann,PROPN,1
Edgar,PROPN,1
Editor,PROPN,8
Editors,PROPN,2
Edward,PROPN,2
Edwards,PROPN,9
Efavirenz,PROPN,2
Effusion,PROPN,1
Eformoterol,PROPN,1
Egyptian,PROPN,1
Ehlers,PROPN,3
Ehrlich,PROPN,1
Einthoven,PROPN,1
Eisenmenger,PROPN,5
Elapidae,PROPN,2
Eldred,PROPN,1
Electrocardiograph,PROPN,1
Electrocautery,PROPN,1
Electrocoagulation,PROPN,1
Electrode,PROPN,1
Electroencephalography,PROPN,1
Electrolysis,PROPN,1
Electron,PROPN,4
Electronystagmography,PROPN,1
Elizabeth,PROPN,3
Ellis,PROPN,1
Ellison,PROPN,4
Eltroxin,PROPN,1
Embolectomy,PROPN,1
Emboli,PROPN,1
Emetics,PROPN,1
Emile,PROPN,1
Emphasis,PROPN,1
Emphysema,PROPN,1
Empyema,PROPN,1
Enalapril,PROPN,2
Enamel,PROPN,3
Encopresis,PROPN,2
Endarterectomy,PROPN,2
Endarteritis,PROPN,1
Endometriosis,PROPN,2
Endometritis,PROPN,2
Endophthalmitis,PROPN,1
Endoscope,PROPN,1
Endoscopy,PROPN,3
Enemas,PROPN,1
Energy,PROPN,1
Engelmann,PROPN,1
England,PROPN,5
Engorgement,PROPN,1
Enlarged,PROPN,2
Enoxaparin,PROPN,1
Entamoeba,PROPN,8
Enteritis,PROPN,3
Enterobacter,PROPN,1
Enterobiusvermicularis,PROPN,1
Enterococci,PROPN,1
Enteropathic,PROPN,1
Entwistle,PROPN,1
Environmental,PROPN,1
Enzyme,PROPN,1
Enzymes,PROPN,1
Ephedrine,PROPN,1
EpiPen,PROPN,2
Epicondylitis,PROPN,1
Epidermis,PROPN,6
Epidermolysis,PROPN,1
Epilepsy,PROPN,1
Epinephrine,PROPN,1
Epirubicin,PROPN,1
Episcleritis,PROPN,1
Episiotomy,PROPN,1
Epoetin,PROPN,2
Epstein,PROPN,11
Equipment,PROPN,1
Erb,PROPN,3
Erector,PROPN,1
Ergometrine,PROPN,1
Eric,PROPN,1
Ernst,PROPN,2
Erythema,PROPN,8
Erythrasma,PROPN,1
Erythromelalgia,PROPN,1
Erythromycin,PROPN,3
Erythrovirus,PROPN,1
Erythroxylon,PROPN,1
Escherichia,PROPN,3
Esmarch,PROPN,5
Estradiol,PROPN,2
Estriol,PROPN,2
Estrone,PROPN,2
Estropipate,PROPN,2
Ethambutol,PROPN,1
Ether,PROPN,2
Ethinylestradiol,PROPN,3
Ethyl,PROPN,1
Etodolac,PROPN,3
Etoposide,PROPN,1
Eugen,PROPN,1
Eugenia,PROPN,1
Eulenburg,PROPN,2
Eunice,PROPN,1
Euphoria,PROPN,2
Europe,PROPN,7
Evan,PROPN,1
Evista,PROPN,1
Eward,PROPN,1
Ewing,PROPN,2
Excess,PROPN,11
Exercise,PROPN,1
Exercises,PROPN,1
Exomphalos,PROPN,1
Exophthalmos,PROPN,2
Exostosis,PROPN,1
External,PROPN,1
Extracorpuscular,PROPN,1
Extradural,PROPN,2
Extrasystole,PROPN,1
Extreme,PROPN,3
Exuded,PROPN,1
Eye,PROPN,2
Eyeball,PROPN,1
F,PROPN,15
FABRY,PROPN,1
FALLOPIAN,PROPN,1
FAMILIAL,PROPN,1
FAMILIAL,VERB,1
FAMILY,NOUN,1
FAMILY,PROPN,1
FAP,PROPN,1
FASI,PROPN,1
FAT,PROPN,1
FATS,PROPN,3
FATTY,PROPN,1
FBCO,PROPN,1
FCOphth,PROPN,1
FDS,PROPN,1
FDSRCS,PROPN,2
FEATURES,PROPN,5
FEEDING,PROPN,1
FELTY,PROPN,1
FEMALE,PROPN,4
FEMORAL,PROPN,1
FEMUR,PROPN,2
FERTILE,PROPN,1
FERTILITY,PROPN,1
FERTILIZATION,PROPN,1
FESS,PROPN,1
FETAL,PROPN,2
FETAL,VERB,1
FETUS,PROPN,1
FEV,PROPN,1
FEVER,NOUN,1
FEVER,VERB,1
FFARCS,PROPN,2
FFOM,PROPN,1
FIBRE,PROPN,3
FIBRILLATION,PROPN,2
FIBRIN,PROPN,1
FIBULA,PROPN,2
FIELD,PROPN,1
FIELDS,PROPN,1
FIFTH,PROPN,2
FITNESS,PROPN,2
FITTED,PROPN,1
FITTING,PROPN,1
FLATUS,PROPN,1
FLUID,PROPN,1
FLUTTER,PROPN,1
FLY,PROPN,1
FOBT,PROPN,4
FOLEY,PROPN,1
FOLIC,PROPN,2
FORAMEN,PROPN,1
FORCEPS,PROPN,1
FORDYCE,PROPN,1
FORMS,PROPN,1
FOX,PROPN,1
FRACP,PROPN,1
FRACTURE,PROPN,9
FRACTURED,PROPN,1
FRANCESCHETTI,PROPN,1
FRASER,PROPN,1
FRCAP,PROPN,1
FRCGP,PROPN,3
FRCOG,PROPN,3
FRCP,PROPN,32
FRCPA,PROPN,1
FRCPE,PROPN,1
FRCPsych,PROPN,2
FRCR,PROPN,4
FRCS,PROPN,30
FRCSE,PROPN,1
FRIDERICHSEN,PROPN,1
FSH,PROPN,14
FUGUE,PROPN,1
FULL,NOUN,1
FULMINANT,NOUN,1
FUNCTION,PROPN,1
FUNGAL,PROPN,3
FUNGI,PROPN,1
FVC,PROPN,2
FYBOGEL,PROPN,1
Fabry,PROPN,2
Factor,PROPN,1
Fad,PROPN,1
Fahr,PROPN,3
Fahrenheit,PROPN,2
Falciparum,PROPN,2
Falcon,PROPN,1
Fallot,PROPN,9
Falls,PROPN,4
Famciclovir,PROPN,1
Family,PROPN,1
Famotidine,PROPN,1
Fan,PROPN,1
Fanconi,PROPN,7
Far,PROPN,5
Farmer,PROPN,1
Fascia,PROPN,1
Fasciola,PROPN,2
Fascioliasis,PROPN,2
Fasciotomy,PROPN,1
Fat,PROPN,1
Father,PROPN,1
Fats,PROPN,3
Febrile,PROPN,2
Felbinac,PROPN,2
Felodipine,PROPN,1
Felstein,PROPN,1
Fenbufen,PROPN,3
Fenoprofen,PROPN,3
Fenoterol,PROPN,1
Fentanyl,PROPN,1
Fentem,PROPN,1
Fenticonazole,PROPN,1
Ferguson,PROPN,1
Fergusson,PROPN,1
Ferritin,PROPN,1
Fertilization,PROPN,2
Fetus,PROPN,2
Feverish,PROPN,1
Fexofenadine,PROPN,1
Fibre,PROPN,1
Fibrin,PROPN,3
Fibrinogen,PROPN,1
Fibroadenomas,PROPN,2
Fibrosis,PROPN,1
Fibrositis,PROPN,2
Fiel,PROPN,1
Field,PROPN,1
Fiiariasis,PROPN,1
Filariasis,PROPN,2
First,PROPN,3
Fistulas,PROPN,1
FlaVOXate,PROPN,1
Flagella,PROPN,1
Flatulence,PROPN,2
Flecainide,PROPN,1
Fleming,PROPN,1
Florey,PROPN,1
Flucloxacillin,PROPN,1
Fluconazole,PROPN,1
Fluid,PROPN,1
Flukes,PROPN,1
Flulike,PROPN,2
Flunitrazepam,PROPN,1
Fluorescence,PROPN,1
Flupentixol,PROPN,2
Fluphenazine,PROPN,1
Flurazepam,PROPN,2
Flurbiprofen,PROPN,2
Flutamide,PROPN,1
Fluvoxamine,PROPN,1
Flynn,PROPN,3
Foley,PROPN,3
Folic,PROPN,4
Follicle,PROPN,1
ForX,NOUN,2
Forbes,PROPN,2
Forceps,PROPN,3
Ford,PROPN,1
Fordyce,PROPN,4
Foremilk,PROPN,1
Formula,PROPN,1
Forvegans,PROPN,1
Fosamax,PROPN,1
Foscarnet,PROPN,1
Fosinopril,PROPN,1
Fothergill,PROPN,1
Foville,PROPN,1
Fowler,PROPN,1
Fox,PROPN,2
Fracture,PROPN,1
Fraley,PROPN,1
Frances,PROPN,1
Franceschetti,PROPN,1
Francis,PROPN,2
Francoise,PROPN,1
Frank,PROPN,1
Fraser,PROPN,11
Frazer,PROPN,1
Free,PROPN,1
Freeman,PROPN,3
French,PROPN,1
Frenchman,PROPN,1
Freud,PROPN,10
Freudian,PROPN,1
Friar,PROPN,2
Frick,PROPN,1
Friderichsen,PROPN,1
Frieder,PROPN,2
Friedland,PROPN,1
Friedreich,PROPN,4
Friedrich,PROPN,2
Frostbite,PROPN,2
Fuchs,PROPN,5
Fuller,PROPN,1
Fungal,PROPN,6
Fungi,PROPN,2
Funrii,PROPN,1
Fusidicacid,PROPN,1
Fybogel,PROPN,1
G,PROPN,6
GAA,PROPN,1
GABA,PROPN,2
GALLBLADDER,NOUN,2
GALLIUM,PROPN,1
GASTRITIS,PROPN,1
GCA,PROPN,1
GEHRIG,PROPN,1
GENE,NOUN,3
GENE,PROPN,4
GENERAL,PROPN,2
GENERALIZED,NOUN,1
GENES,PROPN,1
GENETIC,PROPN,1
GENETICALLY,PROPN,2
GENOTYPE,NOUN,1
GENTAMICIN,PROPN,1
GGA,PROPN,1
GGG,PROPN,3
GIARDIASIS,PROPN,1
GIFT,PROPN,5
GINGIVAL,PROPN,1
GINGIVITIS,PROPN,2
GIRLS,PROPN,2
GLAND,PROPN,3
GLAND,VERB,4
GLAUCOMA,PROPN,1
GLEASON,PROPN,1
GLOMERULONEPHRITIS,PROPN,2
GLOMERULOSCLEROSIS,PROPN,1
GLOSSOPHARYNGEAL,PROPN,1
GLUCOSE,PROPN,1
GLYCOGEN,PROPN,1
GLYCOSURIA,PROPN,1
GM,PROPN,2
GORD,PROPN,3
GOUT,PROPN,2
GRAEFE,PROPN,1
GREY,PROPN,1
GROUPS,PROPN,1
GROWTH,PROPN,2
GSD,PROPN,3
GSDs,PROPN,1
GTN,PROPN,1
GTT,PROPN,1
GUIDELINES,PROPN,1
GUILLAIN,PROPN,2
GVH,PROPN,2
GVHD,PROPN,3
GYNAECOMASTIA,PROPN,1
Gabapentin,PROPN,1
Gabriel,PROPN,1
Gail,PROPN,2
Gait,PROPN,1
Galactorrhoea,PROPN,2
Galfalvi,PROPN,1
Gallium,PROPN,1
Gametes,PROPN,1
Gamma,PROPN,3
Gamolenic,PROPN,1
Ganciclovir,PROPN,2
Ganser,PROPN,2
Garland,PROPN,1
Gastrin,PROPN,3
Gastrointestinal,PROPN,1
Gastroscopy,PROPN,2
Gastrostomy,PROPN,1
Gaucher,PROPN,2
Gavazzi,PROPN,1
Gehrig,PROPN,2
Gel,PROPN,1
Gemfibrozil,PROPN,1
Genentech,PROPN,1
General,PROPN,8
Genetic,PROPN,1
Genetics,PROPN,2
Geneva,PROPN,1
Genome,PROPN,4
Gentamicin,PROPN,2
Gentian,PROPN,1
Geoffrey,PROPN,1
George,PROPN,4
Gerhard,PROPN,1
German,PROPN,1
Germany,PROPN,2
Gerstmann,PROPN,2
Gestodene,PROPN,2
Ghon,PROPN,3
Gianotti,PROPN,1
Giardia,PROPN,2
Giardiasis,PROPN,3
Gigli,PROPN,3
Gilbert,PROPN,2
Giles,PROPN,1
Gilford,PROPN,2
Gilles,PROPN,8
Gingivectomy,PROPN,2
Ginkgo,NOUN,3
Gland,PROPN,1
Glanzmann,PROPN,2
Glasspool,PROPN,1
Glatt,PROPN,1
Glaucoma,PROPN,3
Gleason,PROPN,4
Glenis,PROPN,1
Glenville,PROPN,1
Gliclazide,PROPN,2
Glimepiride,PROPN,2
Glipizide,PROPN,1
Gliquidone,PROPN,1
Globus,PROPN,1
Glomerulonephritis,PROPN,3
Glossectomy,PROPN,1
Glossitis,PROPN,1
Glossodynia,PROPN,1
Glucagon,PROPN,5
Glucocorticoids,PROPN,1
Glue,PROPN,4
Glutaraldehyde,PROPN,1
Glycerol,PROPN,2
Glycogen,PROPN,1
Glycosuria,PROPN,2
Glycyrrhiza,PROPN,1
GnRH,NOUN,1
GnRH,PROPN,5
Godfrey,PROPN,1
Goetgheluck,PROPN,1
Goldberg,PROPN,1
Goldenhar,PROPN,1
Golgi,PROPN,2
Gonadal,PROPN,1
Gonadorelin,PROPN,3
Gonadotrophin,PROPN,2
Gonorrhoea,PROPN,5
Good,PROPN,1
Goodpasture,PROPN,6
Gopal,PROPN,1
Goran,PROPN,1
Gordon,PROPN,1
Goserelin,PROPN,2
Graefe,PROPN,1
Grafting,PROPN,1
Graham,PROPN,4
Gram,PROPN,8
Grand,PROPN,1
Granisetron,PROPN,1
Granulocyte,PROPN,1
Granulocytes,PROPN,3
Granulomas,PROPN,1
Graves,PROPN,15
Gray,PROPN,3
Greek,PROPN,1
Green,PROPN,1
Gregor,PROPN,1
Gregory,PROPN,2
Grey,PROPN,5
Griintzig,PROPN,1
Grimace,PROPN,1
Griseofulvin,PROPN,2
Groenouw,PROPN,1
Groin,PROPN,1
Groote,PROPN,1
Group,PROPN,4
Guanine,PROPN,1
Guar,PROPN,1
Guatemala,PROPN,1
Guerin,PROPN,3
Guglielmo,PROPN,1
Guide,PROPN,1
Guillain,PROPN,3
Guilt,PROPN,1
Guinea,PROPN,2
Gulf,PROPN,2
Gum,PROPN,2
Gupta,PROPN,1
Gustav,PROPN,1
Guthrie,PROPN,4
Gy,NOUN,2
Gy,PROPN,6
Gynaecomastia,PROPN,1
H,PROPN,8
HAEMODIALYSIS,PROPN,1
HAEMOLYTIC,PROPN,1
HAEMORRHAGE,PROPN,4
HAEMORRHOIDS,PROPN,2
HAIR,PROPN,3
HAIRBALL,PROPN,1
HAMSTRING,PROPN,1
HAND,VERB,1
HARMFUL,PROPN,1
HAY,PROPN,1
HB,PROPN,1
HCG,PROPN,26
HDL,PROPN,2
HEALING,PROPN,1
HEART,PROPN,22
HEAT,PROPN,1
HEIGHT,PROPN,2
HEPATITIS,PROPN,2
HEREDITARY,PROPN,1
HERNIA,PROPN,3
HERPES,PROPN,1
HI,PROPN,1
HIP,PROPN,1
HISTOLYTICA,PROPN,2
HIV,PROPN,86
HLA,PROPN,25
HLAs,PROPN,1
HOME,PROPN,1
HOOKWORM,PROPN,2
HORDEOLUM,PROPN,1
HORMONES,PROPN,1
HORSESHOE,PROPN,1
HOSPICE,PROPN,2
HOWTO,PROPN,1
HPV,PROPN,4
HRI,PROPN,1
HRT,NOUN,21
HRT,PROPN,9
HRTj,NOUN,1
HTLV,PROPN,3
HUMORAL,PROPN,2
HUNTINGTON,PROPN,1
HV,PROPN,1
HYDROCHLOROTHIAZIDE,PROPN,1
HYGIENE,PROPN,1
HYPERPHOSPHATAEMIA,PROPN,1
HYPERTENSION,PROPN,8
HYPERTHERMIA,PROPN,1
HYPERTHYROID,PROPN,1
HYPERTROPHIC,NOUN,1
HYPOHIDROSIS,PROPN,1
HYPOKALAEMIA,PROPN,1
HYPOPLASTIC,PROPN,1
HYPOTHERMIA,PROPN,1
HYSTERECTOMY,PROPN,1
HYSTEROSCOPY,PROPN,1
Hadley,PROPN,1
Haem,PROPN,1
Haemangioblastomas,PROPN,1
Haemangiomas,PROPN,1
Haemarthrosis,PROPN,2
Haematocolpos,PROPN,1
Haematoma,PROPN,1
Haematomas,PROPN,1
Haematuria,PROPN,1
Haemochromatosis,PROPN,1
Haemodialysis,PROPN,3
Haemoglobin,PROPN,4
Haemophilia,PROPN,5
Haemophiliacs,PROPN,2
Haemophilus,PROPN,5
Haemorrhaging,PROPN,1
Haemosiderosis,PROPN,1
Haemothorax,PROPN,1
Hailey,PROPN,4
Hajj,PROPN,1
Haldol,PROPN,1
Hale,PROPN,1
Hallervorden,PROPN,1
Hallgren,PROPN,1
Haloperidol,PROPN,2
Hamartomas,PROPN,1
Hamblin,PROPN,1
Hamilton,PROPN,1
Hand,PROPN,4
Handwashing,PROPN,1
Hanhart,PROPN,1
Hanns,PROPN,1
Hansen,PROPN,9
Haploid,PROPN,1
Harada,PROPN,2
Harcup,PROPN,1
Harding,PROPN,1
Harish,PROPN,1
Harrison,PROPN,2
Hartnup,PROPN,1
Harvard,PROPN,1
Hashimoto,PROPN,10
Haslam,PROPN,1
Hattie,PROPN,1
Haverhill,PROPN,2
Hay,PROPN,1
Hazel,PROPN,1
Hb,PROPN,1
Head,PROPN,2
Headache,PROPN,5
Health,PROPN,18
Healthy,PROPN,4
Heart,PROPN,2
Heaton,PROPN,1
Heatstroke,PROPN,2
Heberden,PROPN,3
